销售日期,单品编码,销售单价(元/千克),批发价格(元/千克),销量(千克)
2021-01-24,青茄子(1),11.0,7.86,2.669
2021-01-24,鲜木耳(1),14.0,7.32,1.8439999999999999
2021-01-24,黄心菜(1),3.4,2.73,7.87
2021-01-24,黄白菜(2),8.0,4.68,3.885
2021-01-25,上海青,11.0,7.18,6.478
2021-01-25,东门口小白菜,6.0,4.32,4.9350000000000005
2021-01-25,云南油麦菜,10.0,5.92,10.995
2021-01-25,云南生菜,12.0,8.04,8.83
2021-01-25,净藕(1),10.0,7.0,42.278
2021-01-25,大白菜,2.0,1.59,100.313
2021-01-25,奶白菜,8.0,5.4,6.705
2021-01-25,姬菇(1),16.0,10.53,0.876
2021-01-25,姬菇(包),5.9,4.51,8.0
2021-01-25,娃娃菜,5.9,3.76,9.0
2021-01-25,小米椒,69.8,48.92,1.693
2021-01-25,平菇,8.0,5.14,11.38
2021-01-25,杏鲍菇(1),10.0,6.9,3.781
2021-01-25,杏鲍菇(袋),5.9,3.25,2.0
2021-01-25,枝江红菜苔,5.0,4.08,33.27
2021-01-25,泡泡椒(精品),18.0,13.14,43.957
2021-01-25,洪湖莲藕(粉藕),9.9,7.5,39.0
2021-01-25,海鲜菇(1),16.0,9.56,1.5210000000000001
2021-01-25,海鲜菇(袋)(4),3.5,2.63,4.0
2021-01-25,牛首油菜,10.0,6.34,5.071
2021-01-25,白玉菇(袋),6.5,4.61,3.0
2021-01-25,竹叶菜,14.0,10.11,2.433
2021-01-25,紫茄子(2),9.0,6.5,17.027
2021-01-25,红杭椒,39.8,25.88,0.918
2021-01-25,红椒(1),18.0,12.37,2.5380000000000003
2021-01-25,组合椒系列,13.9,2.4,4.0
2021-01-25,苋菜,12.0,7.12,1.586
2021-01-25,茼蒿,10.0,5.86,7.535
2021-01-25,荸荠,8.0,5.41,5.614
2021-01-25,菜心,10.0,5.83,4.732
2021-01-25,菠菜,10.0,6.1,7.727
2021-01-25,虫草花(袋),5.9,3.69,5.0
2021-01-25,螺丝椒,21.8,16.82,7.4190000000000005
2021-01-25,蟹味菇(2),4.9,2.1,1.0
2021-01-25,西兰花,11.6,7.84,15.407
2021-01-25,西峡花菇(1),21.8,14.65,19.002
2021-01-25,西峡香菇(1),18.0,13.0,4.1370000000000005
2021-01-25,金针菇(1),10.0,6.21,6.524
2021-01-25,金针菇(袋)(3),3.5,2.51,8.0
2021-01-25,青尖椒,19.8,13.26,3.404
2021-01-25,青梗散花,12.0,8.92,19.147
2021-01-25,青线椒,23.8,17.65,4.752
2021-01-25,青茄子(1),12.0,7.76,3.0140000000000002
2021-01-25,鲜木耳(1),14.0,7.3,0.895
2021-01-25,黄心菜(1),3.4,2.24,9.35
2021-01-25,黄白菜(2),8.0,4.68,5.189
2021-01-26,上海青,11.0,7.18,6.4030000000000005
2021-01-26,东门口小白菜,6.0,4.14,1.873
2021-01-26,云南油麦菜,10.0,5.92,12.775
2021-01-26,云南生菜,12.0,8.04,7.872
2021-01-26,净藕(1),10.0,7.0,34.542
2021-01-26,双孢菇,19.1,13.3,0.253
2021-01-26,双孢菇,19.8,13.3,1.899
2021-01-26,大白菜,2.0,1.45,76.321
2021-01-26,奶白菜,8.0,4.86,5.112
2021-01-26,姬菇(1),16.0,10.38,0.9510000000000001
2021-01-26,姬菇(包),6.9,4.55,1.0
2021-01-26,娃娃菜,5.9,3.75,12.0
2021-01-26,小米椒,69.8,50.61,2.399
2021-01-26,平菇,8.0,5.11,5.864
2021-01-26,木耳菜,4.0,10.38,0.98
2021-01-26,杏鲍菇(1),10.0,6.87,3.739
2021-01-26,杏鲍菇(袋),4.9,3.18,2.0
2021-01-26,枝江红菜苔,5.0,3.27,50.64
2021-01-26,泡泡椒(精品),18.0,13.14,36.7
2021-01-26,洪湖莲藕(粉藕),9.9,7.5,13.0
2021-01-26,海鲜菇(袋)(4),3.5,2.59,14.0
2021-01-26,白玉菇(袋),7.9,4.6,3.0
2021-01-26,竹叶菜,14.0,10.11,1.524
2021-01-26,紫白菜(1),12.0,7.29,0.584
2021-01-26,紫茄子(2),9.0,6.75,13.532
2021-01-26,红杭椒,39.8,25.75,0.855
2021-01-26,红椒(1),19.8,12.6,2.435
2021-01-26,组合椒系列,13.9,2.4,5.0
2021-01-26,苋菜,12.0,7.13,0.693
2021-01-26,茼蒿,10.0,5.79,4.511
2021-01-26,荸荠,8.0,5.33,11.68
2021-01-26,菜心,9.0,5.29,3.0860000000000003
2021-01-26,菠菜,10.0,6.07,6.214
2021-01-26,虫草花(袋),5.9,3.71,13.0
2021-01-26,螺丝椒,21.8,16.33,5.143
2021-01-26,蟹味菇(2),4.9,2.1,3.0
2021-01-26,西兰花,11.6,7.85,14.251
2021-01-26,西峡香菇(1),14.0,12.93,36.048
2021-01-26,金针菇(1),10.0,6.57,8.358
2021-01-26,金针菇(袋)(3),3.5,2.47,7.0
2021-01-26,银耳(朵),5.9,3.05,1.0
2021-01-26,随州泡泡青,8.0,5.06,10.728
2021-01-26,青尖椒,19.8,13.16,2.076
2021-01-26,青梗散花,12.0,7.44,22.022
2021-01-26,青线椒,23.8,17.46,3.346
2021-01-26,青茄子(1),12.0,7.79,2.546
2021-01-26,鲜木耳(1),14.0,7.28,0.25
2021-01-26,黄心菜(1),3.4,2.24,10.536
2021-01-26,黄白菜(2),8.0,4.68,4.375
2021-01-27,上海青,11.0,7.18,10.045
2021-01-27,东门口小白菜,7.0,4.14,3.338
2021-01-27,云南油麦菜,10.0,5.92,15.645
2021-01-27,云南生菜,12.0,8.04,8.917
2021-01-27,净藕(1),10.0,7.0,34.14
2021-01-27,大白菜,2.6,1.48,33.954
2021-01-27,奶白菜,8.0,4.91,6.865
2021-01-27,姬菇(包),6.9,4.56,2.0
2021-01-27,娃娃菜,6.8,3.75,6.0
2021-01-27,小米椒,69.8,49.25,2.6310000000000002
2021-01-27,平菇,8.0,5.11,10.479
2021-01-27,杏鲍菇(1),12.0,6.9,2.908
2021-01-27,杏鲍菇(袋),4.9,3.32,3.0
2021-01-27,枝江红菜苔,4.0,2.86,89.525
2021-01-27,泡泡椒(精品),14.0,10.83,82.425
2021-01-27,洪湖莲藕(粉藕),9.9,7.5,12.0
2021-01-27,海鲜菇(1),16.0,9.59,0.97
2021-01-27,海鲜菇(袋)(4),3.5,2.6,10.0
2021-01-27,白玉菇(袋),7.9,4.67,7.0
2021-01-27,竹叶菜,16.0,10.11,2.285
2021-01-27,紫白菜(1),12.0,7.29,1.344
2021-01-27,紫茄子(2),9.0,6.9,9.733
2021-01-27,红杭椒,39.8,23.68,0.839
2021-01-27,红椒(1),19.8,12.95,3.547
2021-01-27,组合椒系列,13.9,2.4,5.0
2021-01-27,茼蒿,10.0,5.81,3.68
2021-01-27,荸荠,8.0,5.31,3.935
2021-01-27,菜心,9.0,5.26,5.088
2021-01-27,菠菜,10.0,6.1,8.139
2021-01-27,虫草花(袋),5.9,3.72,1.0
2021-01-27,螺丝椒,21.8,16.17,6.894
2021-01-27,西兰花,11.6,7.45,16.635
2021-01-27,西峡花菇(1),21.8,15.0,5.628
2021-01-27,西峡香菇(1),14.0,12.0,35.615
2021-01-27,金针菇(1),10.0,6.6,12.076
2021-01-27,金针菇(袋)(3),3.9,2.49,15.0
2021-01-27,银耳(朵),5.9,5.18,2.0
2021-01-27,随州泡泡青,8.0,5.17,3.934
2021-01-27,青尖椒,19.8,13.21,1.177
2021-01-27,青梗散花,10.0,7.55,33.007
2021-01-27,青线椒,25.8,17.41,2.581
2021-01-27,青茄子(1),12.0,7.86,2.204
2021-01-27,鲜木耳(1),14.0,7.3,1.08
2021-01-27,黄心菜(1),3.4,2.24,7.694
2021-01-27,黄白菜(2),8.0,4.68,2.92
2021-01-28,上海青,10.0,7.09,16.335
2021-01-28,东门口小白菜,7.0,4.13,2.107
2021-01-28,云南油麦菜,10.0,5.81,17.945
2021-01-28,云南生菜,12.0,8.05,7.998
2021-01-28,净藕(1),10.0,7.0,42.278
2021-01-28,双孢菇,19.8,13.31,1.864
2021-01-28,大白菜,2.6,1.65,63.604
2021-01-28,奶白菜,8.0,4.69,4.612
2021-01-28,姬菇(1),16.0,10.42,0.72
2021-01-28,姬菇(包),6.9,4.56,4.0
2021-01-28,娃娃菜,6.8,3.68,8.0
2021-01-28,小米椒,69.8,49.83,2.417
2021-01-28,平菇,8.0,5.16,10.627
2021-01-28,杏鲍菇(1),12.0,6.89,2.841
2021-01-28,杏鲍菇(袋),4.9,3.24,4.0
2021-01-28,枝江红菜苔,4.0,2.77,8.645
2021-01-28,泡泡椒(精品),16.0,10.64,46.627
2021-01-28,洪湖莲藕(粉藕),9.9,7.5,15.0
2021-01-28,海鲜菇(1),16.0,9.6,0.063
2021-01-28,海鲜菇(袋)(4),3.5,2.62,4.0
2021-01-28,白玉菇(袋),7.9,5.08,4.0
2021-01-28,竹叶菜,16.0,10.12,1.539
2021-01-28,紫茄子(2),10.0,6.67,14.171
2021-01-28,红杭椒,39.8,24.31,1.252
2021-01-28,红椒(1),19.8,13.01,4.04
2021-01-28,组合椒系列,13.9,2.4,6.0
2021-01-28,茼蒿,10.0,5.86,4.702
2021-01-28,荸荠,8.0,5.32,0.9019999999999999
2021-01-28,菠菜,10.0,6.09,6.385
2021-01-28,虫草花(袋),5.9,3.75,5.0
2021-01-28,螺丝椒,21.8,16.66,3.871
2021-01-28,蟹味菇(2),4.9,2.1,4.0
2021-01-28,蟹味菇(袋),3.9,2.92,2.0
2021-01-28,西兰花,10.0,7.1,23.103
2021-01-28,西峡花菇(1),21.8,15.02,16.274
2021-01-28,西峡香菇(1),14.0,12.0,0.215
2021-01-28,金针菇(1),10.0,6.59,11.229
2021-01-28,金针菇(袋)(3),3.9,2.53,9.0
2021-01-28,随州泡泡青,8.0,5.22,7.87
2021-01-28,青尖椒,18.0,13.43,2.314
2021-01-28,青梗散花,12.0,6.95,24.685
2021-01-28,青线椒,25.8,17.98,3.554
2021-01-28,青茄子(1),12.0,7.89,3.621
2021-01-28,鲜木耳(1),14.0,7.31,1.0939999999999999
2021-01-28,黄心菜(1),3.4,2.23,8.461
2021-01-28,黄白菜(2),8.0,4.68,2.181
2021-01-29,上海青,10.0,7.05,6.696
2021-01-29,东门口小白菜,7.0,4.21,2.623
2021-01-29,云南油麦菜,8.0,5.62,17.359
2021-01-29,云南生菜,12.0,8.06,6.279
2021-01-29,净藕(1),10.0,7.0,28.599
2021-01-29,双孢菇,19.8,13.34,0.984
2021-01-29,大白菜,2.6,1.65,65.549
2021-01-29,奶白菜,8.0,4.73,1.441
2021-01-29,姬菇(1),16.0,10.43,0.758
2021-01-29,姬菇(包),6.9,4.66,2.0
2021-01-29,娃娃菜,6.8,3.71,1.0
2021-01-29,小米椒,69.8,47.37,1.428
2021-01-29,平菇,7.0,4.8,8.786
2021-01-29,杏鲍菇(1),12.0,7.1,3.331
2021-01-29,杏鲍菇(袋),4.9,3.13,5.0
2021-01-29,枝江红菜苔,4.0,2.57,18.82
2021-01-29,泡泡椒(精品),16.0,11.34,44.997
2021-01-29,洪湖莲藕(粉藕),9.9,7.5,11.0
2021-01-29,海鲜菇(1),16.0,9.42,1.184
2021-01-29,海鲜菇(袋)(4),3.5,2.63,8.0
2021-01-29,白玉菇(袋),7.9,5.1,3.0
2021-01-29,竹叶菜,14.0,10.12,2.747
2021-01-29,紫白菜(1),12.0,7.29,0.609
2021-01-29,紫茄子(2),10.0,6.85,13.068
2021-01-29,红杭椒,35.8,24.86,1.009
2021-01-29,红椒(1),19.8,13.0,4.671
2021-01-29,组合椒系列,13.9,2.4,5.0
2021-01-29,苋菜,10.0,7.12,2.685
2021-01-29,茼蒿,10.0,5.84,2.948
2021-01-29,荸荠,8.0,5.42,8.773
2021-01-29,菜心,10.0,6.43,5.482
2021-01-29,菠菜,10.0,6.03,4.631
2021-01-29,虫草花,29.8,16.56,0.241
2021-01-29,虫草花(袋),5.9,3.74,3.0
2021-01-29,螺丝椒,21.8,17.02,4.977
2021-01-29,西兰花,10.0,6.95,33.88
2021-01-29,西峡花菇(1),21.8,15.05,20.616
2021-01-29,金针菇(1),10.0,6.47,7.095000000000001
2021-01-29,金针菇(袋)(3),3.9,2.5,5.0
2021-01-29,随州泡泡青,8.0,5.24,3.923
2021-01-29,青尖椒,18.0,13.42,1.6909999999999998
2021-01-29,青梗散花,10.0,6.95,22.099
2021-01-29,青线椒,25.8,18.11,2.2560000000000002
2021-01-29,青茄子(1),12.0,7.93,2.004
2021-01-29,鲜木耳(1),14.0,7.33,0.329
2021-01-29,黄心菜(1),3.4,2.2,6.685
2021-01-29,黄白菜(2),8.0,4.7,3.094
2021-01-30,七彩椒(1),19.8,11.69,0.248
2021-01-30,上海青,10.0,7.05,6.495
2021-01-30,东门口小白菜,7.0,3.93,2.307
2021-01-30,云南油麦菜,8.0,5.62,12.206
2021-01-30,云南生菜,12.0,7.97,12.022
2021-01-30,净藕(1),10.0,7.0,29.941
2021-01-30,双孢菇,19.8,13.3,3.285
2021-01-30,大白菜,2.6,1.63,70.472
2021-01-30,姬菇(1),16.0,10.42,1.588
2021-01-30,娃娃菜,6.8,3.76,9.0
2021-01-30,小米椒,69.8,50.05,2.378
2021-01-30,平菇,7.0,4.57,11.865
2021-01-30,杏鲍菇(1),12.0,7.12,3.581
2021-01-30,杏鲍菇(袋),4.9,3.24,3.0
2021-01-30,枝江红菜苔,3.4,2.17,40.884
2021-01-30,枝江红菜苔,4.0,2.17,39.628
2021-01-30,泡泡椒(精品),16.0,11.13,59.953
2021-01-30,洪湖莲藕(粉藕),9.9,7.5,6.0
2021-01-30,海鲜菇(1),16.0,9.18,1.283
2021-01-30,海鲜菇(袋)(4),3.5,2.61,9.0
2021-01-30,白玉菇(袋),7.9,5.08,3.0
2021-01-30,竹叶菜,14.0,10.16,1.587
2021-01-30,紫茄子(2),10.0,7.03,14.604
2021-01-30,红杭椒,33.8,24.73,1.077
2021-01-30,红椒(1),19.8,12.81,8.057
2021-01-30,红灯笼椒(1),23.8,11.09,0.193
2021-01-30,组合椒系列,13.9,2.4,9.0
2021-01-30,苋菜,10.0,7.13,4.911
2021-01-30,茼蒿,9.0,5.59,8.853
2021-01-30,荸荠,8.0,5.42,3.997
2021-01-30,菜心,10.0,6.5,7.276
2021-01-30,菠菜,10.0,5.94,7.334
2021-01-30,虫草花,29.8,16.58,0.342
2021-01-30,虫草花(袋),5.9,3.73,4.0
2021-01-30,螺丝椒,21.8,16.78,4.343
2021-01-30,蟹味菇(2),4.9,2.1,1.0
2021-01-30,蟹味菇(袋),3.9,2.94,1.0
2021-01-30,西兰花,10.0,6.68,48.741
2021-01-30,西峡花菇(1),21.8,15.05,22.342
2021-01-30,金针菇(1),10.0,6.2,12.075
2021-01-30,金针菇(袋)(3),3.9,2.5,16.0
2021-01-30,银耳(朵),5.9,7.3,1.0
2021-01-30,长线茄,16.0,10.32,7.954
2021-01-30,随州泡泡青,6.0,4.81,5.637
2021-01-30,青尖椒,18.0,12.47,3.372
2021-01-30,青杭椒(2),23.8,16.77,0.651
2021-01-30,青梗散花,10.0,6.25,14.383
2021-01-30,青线椒,25.8,18.08,2.524
2021-01-30,青茄子(1),12.0,7.95,0.526
2021-01-30,鲜木耳(1),14.0,7.33,0.5429999999999999
2021-01-30,黄心菜(1),3.4,2.2,4.556
2021-01-30,黄白菜(2),8.0,5.3,3.609
2021-01-31,上海青,10.0,7.05,9.75
2021-01-31,东门口小白菜,7.0,3.81,1.849
2021-01-31,云南油麦菜,8.0,5.61,25.803
2021-01-31,云南生菜,12.0,7.84,16.788
2021-01-31,净藕(1),10.0,7.0,28.81
2021-01-31,双孢菇,19.8,13.29,3.188
2021-01-31,大白菜,2.0,1.45,82.136
2021-01-31,姬菇(1),16.0,10.34,1.258
2021-01-31,姬菇(包),6.9,4.66,6.0
2021-01-31,娃娃菜,6.8,3.75,10.0
2021-01-31,小米椒,69.8,48.09,2.291
2021-01-31,平菇,7.0,4.53,9.301
2021-01-31,杏鲍菇(1),12.0,7.1,3.039
2021-01-31,杏鲍菇(袋),4.9,3.25,4.0
2021-01-31,枝江红菜苔,3.4,2.13,29.827
2021-01-31,泡泡椒(精品),16.0,10.98,55.601
2021-01-31,洪湖莲藕(粉藕),9.9,7.56,9.0
2021-01-31,海鲜菇(1),14.0,9.12,0.307
2021-01-31,海鲜菇(袋)(4),3.5,2.63,12.0
2021-01-31,白玉菇(袋),7.9,5.1,6.0
2021-01-31,竹叶菜,14.0,10.75,2.145
2021-01-31,紫茄子(2),10.0,7.39,18.073
2021-01-31,红杭椒,33.8,24.27,0.672
2021-01-31,红椒(1),19.8,13.06,5.742
2021-01-31,组合椒系列,13.9,2.4,8.0
2021-01-31,茼蒿,9.0,4.93,13.551
2021-01-31,荸荠,8.0,5.43,9.763
2021-01-31,菜心,8.0,6.22,6.68
2021-01-31,菠菜,10.0,5.78,13.1
2021-01-31,萝卜叶,3.0,4.78,7.553
2021-01-31,虫草花,29.8,16.57,0.42000000000000004
2021-01-31,虫草花(袋),5.9,3.74,8.0
2021-01-31,螺丝椒,21.8,16.74,3.38
2021-01-31,蟹味菇(袋),3.9,2.94,2.0
2021-01-31,西兰花,10.0,6.75,17.22
2021-01-31,西峡花菇(1),1.4,15.04,0.417
2021-01-31,西峡花菇(1),21.8,15.04,27.923000000000002
2021-01-31,金针菇(1),10.0,6.07,9.45
2021-01-31,金针菇(袋)(3),3.9,2.48,10.0
2021-01-31,长线茄,16.0,10.32,4.399
2021-01-31,随州泡泡青,8.0,4.17,15.14
2021-01-31,青尖椒,18.0,11.8,4.088
2021-01-31,青杭椒(2),23.8,16.77,1.034
2021-01-31,青梗散花,10.0,6.22,20.687
2021-01-31,青线椒,25.8,17.9,3.643
2021-01-31,青茄子(1),12.0,7.92,2.138
2021-01-31,鲜木耳(1),14.0,7.32,0.751
2021-01-31,黄心菜(1),3.4,2.2,6.184
2021-01-31,黄白菜(2),6.0,5.27,8.763
2021-02-01,上海青,10.0,6.69,4.69
2021-02-01,东门口小白菜,7.0,3.57,2.278
2021-02-01,云南油麦菜,8.0,5.3,7.932
2021-02-01,云南生菜,12.0,7.84,9.767
2021-02-01,净藕(1),9.0,7.0,26.781
2021-02-01,双孢菇,9.0,13.41,1.9
2021-02-01,双孢菇,19.8,13.41,1.461
2021-02-01,圆茄子(2),14.0,9.25,1.037
2021-02-01,大白菜,2.0,1.45,43.743
2021-02-01,奶白菜,8.0,4.81,5.265
2021-02-01,姬菇(1),16.0,10.48,0.35
2021-02-01,姬菇(包),6.9,4.67,2.0
2021-02-01,娃娃菜,6.8,3.82,8.0
2021-02-01,小米椒,69.8,48.05,2.148
2021-02-01,平菇,7.0,4.49,6.205
2021-02-01,杏鲍菇(1),12.0,7.09,2.715
2021-02-01,杏鲍菇(袋),4.9,3.25,2.0
2021-02-01,枝江红菜苔,3.4,2.13,68.083
2021-02-01,泡泡椒(精品),14.0,11.5,54.694
2021-02-01,洪湖莲藕(粉藕),9.9,7.57,20.0
2021-02-01,海鲜菇(1),14.0,9.24,0.665
2021-02-01,海鲜菇(袋)(4),3.5,2.61,5.0
2021-02-01,白玉菇(袋),7.9,5.1,4.0
2021-02-01,竹叶菜,14.0,10.17,1.0870000000000002
2021-02-01,紫茄子(2),12.0,7.94,8.039
2021-02-01,红杭椒,33.8,24.28,1.145
2021-02-01,红椒(1),19.8,12.05,3.234
2021-02-01,组合椒系列,13.9,2.4,2.0
2021-02-01,苋菜,12.0,7.15,0.751
2021-02-01,茼蒿,8.0,4.75,10.286999999999999
2021-02-01,荸荠,8.0,5.44,3.559
2021-02-01,菜心,8.0,4.8,4.284
2021-02-01,菠菜,10.0,5.76,5.374
2021-02-01,虫草花(袋),5.9,3.75,4.0
2021-02-01,螺丝椒,23.8,16.74,4.277
2021-02-01,蟹味菇(袋),3.9,2.94,1.0
2021-02-01,西兰花,10.0,6.81,13.63
2021-02-01,西峡花菇(1),21.8,15.18,18.91
2021-02-01,金针菇(1),10.0,6.0,10.335
2021-02-01,金针菇(袋)(3),3.9,2.49,8.0
2021-02-01,长线茄,16.0,10.32,2.183
2021-02-01,青尖椒,19.8,11.79,1.975
2021-02-01,青杭椒(2),18.0,16.77,0.623
2021-02-01,青梗散花,10.0,6.23,11.514
2021-02-01,青线椒,27.8,17.9,1.544
2021-02-01,青茄子(1),12.0,7.94,2.405
2021-02-01,鲜木耳(1),14.0,7.34,1.023
2021-02-01,黄心菜(1),5.0,2.03,6.446
2021-02-01,黄白菜(2),8.0,5.0,3.634
2021-02-02,上海青,10.0,6.24,5.023
2021-02-02,东门口小白菜,7.0,3.37,2.251
2021-02-02,云南油麦菜,8.0,5.3,20.201999999999998
2021-02-02,云南生菜,12.0,7.84,4.774
2021-02-02,净藕(1),9.0,7.0,32.206
2021-02-02,圆茄子(2),14.0,9.25,3.455
2021-02-02,大白菜,2.0,1.45,92.99
2021-02-02,奶白菜,8.0,4.89,5.101
2021-02-02,姬菇(1),16.0,10.44,0.807
2021-02-02,娃娃菜,6.8,3.75,8.0
2021-02-02,小米椒,69.8,48.05,0.948
2021-02-02,平菇,6.0,4.21,16.757
2021-02-02,杏鲍菇(1),12.0,7.12,2.771
2021-02-02,杏鲍菇(袋),4.9,3.19,5.0
2021-02-02,枝江红菜苔,3.4,2.13,21.302
2021-02-02,泡泡椒(精品),14.0,12.5,66.838
2021-02-02,洪湖莲藕(粉藕),9.9,8.27,9.0
2021-02-02,海鲜菇(1),14.0,9.2,1.317
2021-02-02,海鲜菇(袋)(4),3.5,2.57,7.0
2021-02-02,白玉菇(袋),7.9,5.08,7.0
2021-02-02,竹叶菜,14.0,10.17,1.932
2021-02-02,紫茄子(2),12.0,8.11,11.345
2021-02-02,红杭椒,33.8,23.66,2.357
2021-02-02,红椒(1),19.8,12.68,5.135
2021-02-02,组合椒系列,13.9,2.4,9.0
2021-02-02,苋菜,12.0,7.15,2.654
2021-02-02,茼蒿,8.0,4.63,8.5
2021-02-02,荸荠,8.0,5.44,6.117
2021-02-02,菜心,8.0,4.47,3.584
2021-02-02,菠菜,10.0,5.65,4.12
2021-02-02,萝卜叶,8.0,4.76,1.68
2021-02-02,虫草花(袋),5.9,3.76,2.0
2021-02-02,螺丝椒,23.8,17.08,4.257
2021-02-02,蟹味菇(袋),4.9,2.95,1.0
2021-02-02,西兰花,10.0,6.81,21.184
2021-02-02,西峡花菇(1),21.8,15.24,18.576
2021-02-02,西峡香菇(1),18.0,12.0,0.05
2021-02-02,金针菇(1),10.0,5.97,11.197
2021-02-02,金针菇(袋)(3),3.9,2.48,14.0
2021-02-02,长线茄,16.0,10.41,6.871
2021-02-02,随州泡泡青,8.0,5.01,1.327
2021-02-02,青尖椒,19.8,11.78,0.702
2021-02-02,青杭椒(2),18.0,16.77,0.579
2021-02-02,青梗散花,10.0,6.23,20.144
2021-02-02,青线椒,27.8,17.9,2.329
2021-02-02,青茄子(1),12.0,8.06,2.462
2021-02-02,鲜木耳(1),14.0,7.36,0.573
2021-02-02,黄心菜(1),5.0,2.0,6.166
2021-02-02,黄白菜(2),8.0,5.0,4.185
2021-02-03,上海青,10.0,6.24,6.351
2021-02-03,东门口小白菜,7.0,3.8,0.659
2021-02-03,云南油麦菜,8.0,5.3,16.934
2021-02-03,云南生菜,12.0,7.33,6.336
2021-02-03,净藕(1),9.0,7.0,24.454
2021-02-03,双孢菇,10.0,13.37,1.6099999999999999
2021-02-03,双孢菇,19.8,13.37,1.7229999999999999
2021-02-03,圆茄子(2),14.0,9.25,0.751
2021-02-03,大白菜,2.0,1.45,115.415
2021-02-03,奶白菜,8.0,4.88,5.952
2021-02-03,姬菇(1),16.0,10.46,0.8140000000000001
2021-02-03,姬菇(包),6.9,4.66,2.0
2021-02-03,娃娃菜,6.8,3.75,5.0
2021-02-03,小米椒,65.8,42.3,2.573
2021-02-03,平菇,6.0,4.71,9.3
2021-02-03,杏鲍菇(1),12.0,7.09,4.118
2021-02-03,杏鲍菇(袋),4.9,3.18,2.0
2021-02-03,枝江红菜苔,3.0,2.13,31.247
2021-02-03,泡泡椒(精品),14.0,12.34,58.366
2021-02-03,洪湖莲藕(粉藕),9.9,8.5,7.0
2021-02-03,海鲜菇(1),14.0,8.83,0.179
2021-02-03,海鲜菇(袋)(4),3.5,2.57,6.0
2021-02-03,灯笼椒(1),19.8,9.73,0.374
2021-02-03,白玉菇(袋),7.9,5.02,4.0
2021-02-03,紫茄子(2),12.0,8.03,9.834
2021-02-03,红杭椒,33.8,21.89,1.259
2021-02-03,红椒(1),19.8,12.68,5.628
2021-02-03,组合椒系列,13.9,2.4,3.0
2021-02-03,茼蒿,6.0,4.63,9.567
2021-02-03,荸荠,8.0,5.44,4.637
2021-02-03,菜心,3.0,4.49,2.566
2021-02-03,菜心,8.0,4.49,4.297
2021-02-03,菠菜,8.0,5.55,7.468
2021-02-03,蔡甸藜蒿,16.0,10.13,6.514
2021-02-03,虫草花(袋),5.9,3.72,7.0
2021-02-03,螺丝椒,23.8,17.2,2.794
2021-02-03,西兰花,8.0,5.94,63.618
2021-02-03,西峡花菇(1),21.8,15.24,24.233999999999998
2021-02-03,金针菇(1),9.0,5.8,6.277
2021-02-03,金针菇(袋)(3),3.9,2.38,21.0
2021-02-03,长线茄,16.0,10.47,3.36
2021-02-03,随州泡泡青,8.0,5.09,1.065
2021-02-03,青尖椒,19.8,11.91,1.738
2021-02-03,青杭椒(2),18.0,16.77,1.2799999999999998
2021-02-03,青梗散花,9.0,6.22,20.997
2021-02-03,青线椒,27.8,19.01,2.041
2021-02-03,青茄子(1),12.0,8.01,0.993
2021-02-03,鲜木耳(1),14.0,7.37,1.3090000000000002
2021-02-03,黄心菜(1),5.0,2.0,2.29
2021-02-03,黄白菜(2),8.0,5.0,1.4409999999999998
2021-02-04,上海青,10.0,6.26,7.327
2021-02-04,东门口小白菜,7.0,3.28,4.126
2021-02-04,云南油麦菜,8.0,5.27,20.414
2021-02-04,云南生菜,12.0,7.2,13.832
2021-02-04,净藕(1),9.0,7.0,33.076
2021-02-04,双孢菇,19.8,13.33,2.628
2021-02-04,圆茄子(2),14.0,9.25,0.415
2021-02-04,大白菜,2.0,1.71,100.063
2021-02-04,奶白菜,8.0,4.87,10.33
2021-02-04,姬菇(1),16.0,10.41,1.184
2021-02-04,姬菇(包),6.9,4.61,3.0
2021-02-04,娃娃菜,6.8,3.75,4.0
2021-02-04,小米椒,65.8,40.37,2.687
2021-02-04,平菇,6.0,3.46,12.811
2021-02-04,杏鲍菇(1),12.0,7.08,2.2039999999999997
2021-02-04,杏鲍菇(袋),4.9,3.18,1.0
2021-02-04,枝江红菜苔,3.0,1.98,3.962
2021-02-04,泡泡椒(精品),14.0,11.09,65.682
2021-02-04,洪湖莲藕(粉藕),9.9,8.5,14.0
2021-02-04,海鲜菇(1),14.0,8.36,1.201
2021-02-04,海鲜菇(袋)(4),3.5,2.64,11.0
2021-02-04,白玉菇(袋),7.9,5.09,6.0
2021-02-04,紫茄子(2),11.0,7.97,18.214
2021-02-04,红杭椒,33.8,20.52,1.7120000000000002
2021-02-04,红椒(1),19.8,12.48,5.455
2021-02-04,组合椒系列,13.9,2.4,7.0
2021-02-04,苋菜,12.0,7.03,4.866
2021-02-04,茼蒿,6.0,3.59,7.876
2021-02-04,荸荠,8.0,5.37,14.324
2021-02-04,菜心,8.0,4.47,5.026
2021-02-04,菠菜,8.0,5.08,6.207
2021-02-04,虫草花(盒)(2),12.9,5.0,1.0
2021-02-04,虫草花(袋),5.9,3.74,6.0
2021-02-04,螺丝椒,23.8,16.83,7.929
2021-02-04,蟹味菇(袋),4.9,2.64,8.0
2021-02-04,西兰花,8.0,5.35,48.979
2021-02-04,西峡花菇(1),21.8,15.11,29.841
2021-02-04,西峡香菇(1),18.0,12.47,0.239
